element,category,frequency_in_category,copies,tissue
908115,655,1,13,MLN
908115,657,1,41,MLN
908116,639,1,33,BM
908117,657,1,26,MLN
908118,656,1,4,MLN
908119,639,1,40,BM
908120,646,1,3,ILN
908120,647,1,5,ILN
908120,648,4,13,ILN
908121,637,1,23,BM
908122,639,1,27,BM
908122,660,1,1,PBL
908123,639,1,2,BM
908124,660,1,4,PBL
908125,656,1,40,MLN
908126,657,1,23,MLN
908127,647,1,3,ILN
908128,643,2,13,Ileum
908129,646,1,2,ILN
908129,648,1,3,ILN
908130,656,1,3,MLN
908130,657,1,40,MLN
908131,637,1,9,BM
908132,639,1,3,BM
908133,646,1,3,ILN
908134,657,2,27,MLN
908135,148,2,41,BM
908136,659,1,3,PBL
908137,663,1,9,SPL
908138,646,1,3,ILN
908139,643,1,39,Ileum
908140,638,1,21,BM
908141,646,1,2,ILN
908142,655,2,11,MLN
908143,638,2,39,BM
908144,655,1,3,MLN
908145,646,1,2,ILN
908146,638,1,8,BM
908147,649,1,37,Jejunum
908148,646,1,2,ILN
908149,639,1,8,BM
908150,657,1,37,MLN
908151,658,1,2,PBL
908152,656,1,8,MLN
908153,639,1,34,BM
908154,651,1,8,Jejunum
908155,148,1,33,BM
908156,656,1,2,MLN
908157,657,3,50,MLN
908158,663,1,2,SPL
908159,663,1,8,SPL
908160,657,1,33,MLN
908161,655,1,21,MLN
908162,661,1,8,SPL
908163,655,1,2,MLN
908164,657,3,48,MLN
908165,655,1,20,MLN
908166,643,1,1,Ileum
908166,655,1,7,MLN
908167,657,1,31,MLN
908168,655,1,8,MLN
908169,657,1,20,MLN
908170,645,2,21,Ileum
908170,649,1,11,Jejunum
908171,655,1,8,MLN
908172,655,1,19,MLN
908173,637,1,30,BM
908174,655,1,8,MLN
908175,639,1,1,BM
908175,657,2,21,MLN
908176,655,1,19,MLN
908176,657,2,24,MLN
908177,655,1,8,MLN
908178,160,1,29,Jejunum
908179,657,1,18,MLN
908180,642,1,7,Colon
908181,150,1,29,BM
908182,643,1,7,Ileum
908183,657,3,43,MLN
908184,657,1,27,MLN
908185,656,1,7,MLN
908186,655,2,19,MLN
908187,657,1,27,MLN
908188,656,1,7,MLN
908189,656,1,16,MLN
908190,151,1,26,Colon
908191,655,1,7,MLN
908192,645,3,30,Ileum
908193,655,1,7,MLN
908194,150,1,7,BM
908194,637,2,29,BM
908195,647,1,6,ILN
908196,644,1,25,Ileum
908197,654,1,6,Lung
908197,663,1,5,SPL
908198,657,1,25,MLN
908199,646,1,6,ILN
908200,657,1,25,MLN
908201,161,1,24,Jejunum
908202,640,1,1,Colon
908202,643,3,3,Ileum
908202,645,2,3,Ileum
908202,649,10,15,Jejunum
908202,650,8,12,Jejunum
908202,651,10,12,Jejunum
908203,657,1,15,MLN
908204,150,1,24,BM
908205,649,1,6,Jejunum
908206,655,1,14,MLN
908207,638,1,24,BM
908208,657,2,19,MLN
908209,655,1,6,MLN
908209,656,1,3,MLN
908210,640,2,12,Colon
908210,649,1,12,Jejunum
908211,638,2,17,BM
908212,655,1,6,MLN
908213,160,1,11,Jejunum
908213,162,1,2,Jejunum
908213,643,1,17,Ileum
908213,645,2,5,Ileum
908213,649,1,1,Jejunum
908213,650,1,3,Jejunum
908213,651,2,9,Jejunum
908214,656,1,11,MLN
908215,655,1,6,MLN
908216,657,1,22,MLN
908217,656,1,11,MLN
908218,655,2,9,MLN
908219,639,2,24,BM
908220,657,2,22,MLN
908221,655,1,6,MLN
908222,640,1,21,Colon
908223,655,1,6,MLN
908224,649,1,21,Jejunum
908225,638,1,10,BM
908226,655,1,21,MLN
908227,638,1,9,BM
908228,638,2,9,BM
908229,656,1,9,MLN
908230,162,1,5,Jejunum
908230,649,1,15,Jejunum
908231,656,1,5,MLN
908232,655,1,20,MLN
908233,656,1,9,MLN
908234,656,1,5,MLN
908235,655,1,20,MLN
908235,656,1,9,MLN
908236,639,2,10,BM
908237,656,1,5,MLN
908238,638,1,18,BM
908239,656,1,7,MLN
908240,160,1,3,Jejunum
908240,646,1,18,ILN
908241,656,1,7,MLN
908242,661,2,8,SPL
908243,655,1,18,MLN
908244,656,1,6,MLN
908245,655,1,5,MLN
908246,638,1,17,BM
908247,655,1,6,MLN
908248,643,1,17,Ileum
908249,655,2,7,MLN
908250,639,1,4,BM
908251,153,1,4,Colon
908251,642,1,5,Colon
908251,643,1,13,Ileum
908252,655,1,5,MLN
908253,656,2,6,MLN
908254,165,31,777,Lung
908255,640,1,16,Colon
908255,641,1,9,Colon
908255,644,1,2,Ileum
908255,650,1,17,Jejunum
908256,655,1,5,MLN
908257,639,1,3,BM
908258,655,1,17,MLN
908259,655,1,5,MLN
908260,657,1,17,MLN
908261,637,1,3,BM
908262,655,1,5,MLN
908263,161,1,16,Jejunum
908264,656,1,3,MLN
908265,655,1,5,MLN
908266,641,1,16,Colon
908267,656,1,3,MLN
908268,164,23,742,Lung
908268,173,1,5,SPL
908269,152,14,166,Colon
908269,153,11,153,Colon
908270,656,2,5,MLN
908271,640,1,2,Colon
908271,649,1,2,Jejunum
908272,646,2,22,ILN
908272,649,1,6,Jejunum
908273,660,18,393,PBL
908274,656,1,3,MLN
908275,646,1,4,ILN
908276,663,1,16,SPL
908277,640,5,226,Colon
908278,640,1,4,Colon
908278,653,7,210,Lung
908279,646,1,4,ILN
908280,655,1,16,MLN
908281,655,1,3,MLN
908282,152,7,105,Colon
908282,153,7,88,Colon
908283,655,1,16,MLN
908284,640,3,125,Colon
908284,644,3,36,Ileum
908284,650,1,2,Jejunum
908285,156,1,1,Ileum
908285,645,1,1,Ileum
908285,650,1,2,Jejunum
908286,656,1,2,MLN
908287,657,1,16,MLN
908288,639,1,116,BM
908289,656,1,2,MLN
908290,656,1,4,MLN
908291,151,2,17,Colon
908292,638,6,123,BM
908293,640,1,1,Colon
908293,661,7,116,SPL
908294,638,1,15,BM
908295,656,1,4,MLN
908296,657,1,2,MLN
908297,650,1,96,Jejunum
908298,649,1,15,Jejunum
908299,656,1,4,MLN
908300,651,4,102,Jejunum
908301,661,3,94,SPL
908302,656,1,4,MLN
908303,655,2,17,MLN
908303,657,2,21,MLN
908304,656,1,9,MLN
908304,657,2,75,MLN
908305,157,1,14,ILN
908306,638,2,71,BM
908307,159,1,8,ILN
908307,646,1,6,ILN
908308,640,4,96,Colon
908309,156,2,69,Ileum
908309,644,2,55,Ileum
908309,645,2,42,Ileum
908310,639,1,14,BM
908311,655,1,4,MLN
908312,661,2,67,SPL
908313,152,1,6,Colon
908313,153,1,2,Colon
908313,640,3,17,Colon
908314,655,1,4,MLN
908315,655,4,97,MLN
908316,646,2,17,ILN
908317,655,1,4,MLN
908318,638,2,57,BM
908319,656,1,14,MLN
908319,657,1,2,MLN
908320,649,2,60,Jejunum
908321,641,1,3,Colon
908322,655,1,53,MLN
908323,656,1,14,MLN
908324,651,1,14,Jejunum
908325,657,1,48,MLN
908326,647,1,3,ILN
908327,657,1,14,MLN
908328,657,1,46,MLN
908329,646,1,13,ILN
908330,656,2,14,MLN
908330,657,1,45,MLN
908331,649,1,13,Jejunum
908332,655,2,72,MLN
908333,661,3,42,SPL
908334,661,1,4,SPL
908334,662,1,9,SPL
908335,655,1,38,MLN
908336,637,2,37,BM
908336,652,1,1,Lung
908337,661,1,35,SPL
908338,647,1,12,ILN
908339,647,1,3,ILN
908340,649,2,35,Jejunum
908341,639,1,3,BM
908342,648,1,12,ILN
908343,663,1,31,SPL
908344,639,1,3,BM
908345,657,2,34,MLN
908346,637,1,12,BM
908347,638,1,29,BM
908348,648,1,3,ILN
908349,642,1,1,Colon
908349,657,3,42,MLN
908350,637,1,12,BM
908351,655,1,28,MLN
908352,648,1,3,ILN
908353,647,1,2,ILN
908353,662,1,27,SPL
908354,646,1,12,ILN
908355,648,1,3,ILN
908356,655,1,27,MLN
908357,648,1,3,ILN
908358,159,2,6,ILN
908358,663,3,40,SPL
908359,646,1,12,ILN
908360,656,1,25,MLN
908361,648,1,3,ILN
908362,640,1,23,Colon
908363,646,2,14,ILN
908364,646,1,3,ILN
908365,646,1,20,ILN
908365,648,1,3,ILN
908366,646,2,5,ILN
908367,657,1,21,MLN
908368,656,1,12,MLN
908369,646,1,3,ILN
908370,150,2,27,BM
908371,647,1,3,ILN
908371,648,1,3,ILN
908372,651,1,12,Jejunum
908373,646,1,20,ILN
908374,158,2,14,ILN
908374,165,1,2,Lung
908374,647,2,3,ILN
908374,648,1,2,ILN
908375,656,1,3,MLN
908376,650,2,27,Jejunum
908377,657,1,12,MLN
908378,656,1,3,MLN
908379,657,1,19,MLN
908380,656,1,3,MLN
908381,150,1,11,BM
908381,638,1,11,BM
908382,173,2,20,SPL
908383,656,1,3,MLN
908384,663,1,17,SPL
908385,641,2,13,Colon
908386,656,1,3,MLN
908387,663,1,17,SPL
908388,159,1,14,ILN
908389,656,1,3,MLN
908390,642,1,11,Colon
908391,646,1,13,ILN
908392,656,1,3,MLN
908393,662,1,16,SPL
908394,647,1,11,ILN
908395,662,1,13,SPL
908396,663,1,13,SPL
908397,639,1,11,BM
908398,656,1,11,MLN
908399,647,1,3,ILN
908399,662,2,13,SPL
908400,639,1,11,BM
908401,647,1,3,ILN
908401,648,1,10,ILN
908402,663,1,3,SPL
908403,656,1,9,MLN
908404,637,2,13,BM
908405,647,1,8,ILN
908406,655,1,3,MLN
908406,656,1,2,MLN
908407,663,1,11,SPL
908408,642,1,56,Colon
908409,157,1,3,ILN
908409,647,2,11,ILN
908410,156,1,6,Ileum
908410,645,2,56,Ileum
908410,649,1,4,Jejunum
908411,655,1,3,MLN
908412,647,1,8,ILN
908413,663,1,11,SPL
908414,148,1,2,BM
908415,661,1,8,SPL
908416,655,1,11,MLN
908416,656,1,2,MLN
908417,157,1,2,ILN
908418,656,1,7,MLN
908419,152,1,2,Colon
908419,153,1,4,Colon
908420,655,1,11,MLN
908421,158,1,2,ILN
908422,159,2,8,ILN
908423,657,2,14,MLN
908424,647,1,6,ILN
908425,639,1,2,BM
908426,641,1,5,Colon
908427,161,1,10,Jejunum
908428,647,1,5,ILN
908429,157,1,10,ILN
908429,646,1,9,ILN
908430,646,1,5,ILN
908431,648,1,2,ILN
908432,656,1,5,MLN
908433,638,1,10,BM
908434,662,1,5,SPL
908435,637,1,10,BM
908436,152,1,3,Colon
908436,153,1,1,Colon
908437,646,1,2,ILN
908438,647,1,4,ILN
908439,646,1,10,ILN
908439,648,1,8,ILN
908440,646,1,2,ILN
908441,647,1,1,ILN
908441,648,1,3,ILN
908442,646,1,10,ILN
908443,646,1,2,ILN
908444,656,1,4,MLN
908445,646,1,2,ILN
908446,661,1,10,SPL
908447,657,1,4,MLN
908448,646,1,2,ILN
908449,655,1,10,MLN
908450,158,1,3,ILN
908451,161,1,9,Jejunum
908452,647,1,3,ILN
908453,638,1,3,BM
908454,168,5,22,MLN
908455,655,1,3,MLN
908456,647,1,9,ILN
908457,153,1,2,Colon
908458,650,1,2,Jejunum
908459,639,2,11,BM
908460,157,1,2,ILN
908461,641,1,2,Colon
908461,647,1,1,ILN
908461,653,1,1,Lung
908461,661,2,3,SPL
908461,662,2,8,SPL
908461,663,1,1,SPL
908462,656,1,2,MLN
908463,638,1,9,BM
908464,150,1,2,BM
908465,656,1,2,MLN
908466,173,1,2,SPL
908467,643,1,9,Ileum
908468,656,1,2,MLN
908469,637,1,9,BM
908470,656,1,2,MLN
908471,645,1,4,Ileum
908472,164,1,2,Lung
908473,646,1,9,ILN
908474,656,1,2,MLN
908475,174,1,2,SPL
908476,656,1,2,MLN
908477,646,1,9,ILN
908478,158,1,2,ILN
908479,158,1,1,ILN
908479,646,1,1,ILN
908480,650,3,19,Jejunum
908481,651,1,2,Jejunum
908482,158,1,2,ILN
908483,647,1,8,ILN
908483,650,1,9,Jejunum
908484,158,1,2,ILN
908485,655,1,9,MLN
908486,158,1,2,ILN
908487,644,1,2,Ileum
908488,649,1,1,Jejunum
908488,655,2,12,MLN
908489,642,1,2,Colon
908490,655,1,9,MLN
908491,647,1,2,ILN
908492,657,1,9,MLN
908493,647,1,2,ILN
908494,647,1,2,ILN
908495,643,1,8,Ileum
908496,647,1,2,ILN
908497,648,1,8,ILN
908498,646,1,2,ILN
908499,646,1,3,ILN
908499,648,1,5,ILN
908500,655,1,2,MLN
908501,662,1,2,SPL
908502,637,1,8,BM
908503,655,1,2,MLN
908504,646,1,8,ILN
908505,655,1,2,MLN
908506,655,1,4,MLN
908506,656,2,10,MLN
908507,655,1,2,MLN
908508,162,1,2,Jejunum
908508,651,1,8,Jejunum
908509,655,1,2,MLN
908510,645,1,4,Ileum
908510,649,1,8,Jejunum
908511,655,1,2,MLN
908512,655,1,8,MLN
908513,655,1,2,MLN
908514,657,2,12,MLN
908515,657,1,8,MLN
908516,160,1,7,Jejunum
908516,645,1,5,Ileum
908517,157,1,7,ILN
908518,647,1,7,ILN
908519,657,3,46,MLN
908520,647,1,7,ILN
908521,640,1,1,Colon
908521,643,1,6,Ileum
908521,654,1,3,Lung
908522,648,1,7,ILN
908523,646,1,7,ILN
908524,656,1,7,MLN
908525,656,2,10,MLN
908526,651,2,11,Jejunum
908527,662,1,7,SPL
908528,662,1,7,SPL
908529,663,1,7,SPL
908530,655,1,7,MLN
908531,657,1,7,MLN
908532,150,1,6,BM
908533,159,1,6,ILN
908534,162,1,6,Jejunum
908534,646,1,6,ILN
908534,650,1,2,Jejunum
908535,645,1,6,Ileum
908536,642,1,6,Colon
908537,646,1,6,ILN
908538,646,1,6,ILN
908539,172,1,2,SPL
908539,646,2,6,ILN
908540,640,1,2,Colon
908541,656,1,6,MLN
908542,161,1,4,Jejunum
908542,651,2,8,Jejunum
908543,662,1,6,SPL
908544,661,1,6,SPL
908544,663,1,3,SPL
908545,655,1,6,MLN
908546,148,1,5,BM
908547,150,1,5,BM
908548,159,1,5,ILN
908549,165,1,3,Lung
908549,648,1,2,ILN
908550,173,1,4,SPL
908550,174,1,5,SPL
908551,150,1,3,BM
908551,638,2,2,BM
908551,639,1,3,BM
908552,648,1,5,ILN
908553,648,1,5,ILN
908554,640,1,5,Colon
908555,646,1,4,ILN
908555,663,1,1,SPL
908556,650,1,5,Jejunum
908557,656,1,5,MLN
908558,649,1,5,Jejunum
908559,649,1,5,Jejunum
908560,663,1,5,SPL
908561,663,1,5,SPL
908562,655,1,5,MLN
908563,149,1,4,BM
908564,153,1,4,Colon
908565,158,1,4,ILN
908566,642,1,4,Colon
908567,638,1,4,BM
908568,648,1,4,ILN
908569,646,1,4,ILN
908570,646,1,4,ILN
908571,661,1,2,SPL
908572,646,1,3,ILN
908572,647,1,1,ILN
908573,653,1,4,Lung
908574,649,1,3,Jejunum
908574,650,1,4,Jejunum
908575,650,1,4,Jejunum
908576,656,1,4,MLN
908577,662,1,4,SPL
908578,663,1,4,SPL
908579,655,1,4,MLN
908580,657,2,6,MLN
908581,657,1,4,MLN
908582,149,1,3,BM
908583,643,1,3,Ileum
908583,644,1,3,Ileum
908584,645,1,10,Ileum
908585,152,1,3,Colon
908586,162,1,3,Jejunum
908587,172,1,3,SPL
908588,647,1,3,ILN
908589,646,1,3,ILN
908589,647,1,2,ILN
908589,648,2,3,ILN
908590,647,1,3,ILN
908591,639,1,3,BM
908592,646,2,5,ILN
908592,648,1,3,ILN
908593,637,1,3,BM
908594,657,1,3,MLN
908595,640,1,3,Colon
908596,646,1,3,ILN
908597,646,1,3,ILN
908598,646,1,3,ILN
908599,657,2,31,MLN
908600,646,1,3,ILN
908601,646,1,3,ILN
908602,656,2,33,MLN
908602,657,1,19,MLN
908603,638,1,2,BM
908604,646,1,3,ILN
908605,653,1,3,Lung
908606,650,1,3,Jejunum
908607,650,1,3,Jejunum
908608,656,1,3,MLN
908609,656,1,3,MLN
908610,651,1,3,Jejunum
908611,662,1,3,SPL
908612,663,2,5,SPL
908613,663,1,3,SPL
908614,663,1,3,SPL
908615,661,1,3,SPL
908616,657,1,3,MLN
908617,657,1,3,MLN
908618,160,1,2,Jejunum
908619,162,1,2,Jejunum
908620,162,1,2,Jejunum
908621,162,1,2,Jejunum
908622,172,1,2,SPL
908623,174,1,2,SPL
908624,174,1,2,SPL
908625,158,1,2,ILN
908626,637,1,2,BM
908627,640,1,1,Colon
908627,642,1,2,Colon
908627,651,1,1,Jejunum
908628,647,1,2,ILN
908629,647,1,2,ILN
908630,647,1,2,ILN
908631,647,1,2,ILN
908632,639,1,2,BM
908633,639,1,2,BM
908634,638,1,2,BM
908635,173,1,12,SPL
908636,643,1,2,Ileum
908637,648,1,2,ILN
908638,648,1,2,ILN
908639,637,1,2,BM
908640,640,1,2,Colon
908641,640,1,2,Colon
908642,646,1,2,ILN
908643,646,1,2,ILN
908644,646,1,2,ILN
908645,657,2,16,MLN
908646,646,1,2,ILN
908647,650,1,2,Jejunum
908648,656,1,2,MLN
908649,656,1,2,MLN
908650,651,2,4,Jejunum
908651,651,1,2,Jejunum
908652,651,1,2,Jejunum
908653,662,1,2,SPL
908654,662,1,2,SPL
908655,644,1,27,Ileum
908656,661,1,2,SPL
908657,150,1,2,BM
908658,661,1,2,SPL
908659,661,1,2,SPL
908660,661,1,2,SPL
908661,655,1,2,MLN
908662,655,1,2,MLN
908663,655,1,2,MLN
908664,655,1,2,MLN
908665,657,1,2,MLN
908666,657,1,2,MLN
908667,657,1,2,MLN
908668,640,1,5,Colon
908669,657,1,48,MLN
908670,637,1,34,BM
908671,150,1,10,BM
908671,639,1,6,BM
908672,152,1,1,Colon
908672,154,1,7,Ileum
908672,161,1,1,Jejunum
908672,644,1,3,Ileum
908672,645,1,1,Ileum
908673,159,1,1,ILN
908673,648,1,2,ILN
908673,663,1,1,SPL
908674,154,1,1,Ileum
908674,644,1,1,Ileum
908675,649,1,2,Jejunum
908676,657,1,35,MLN
908677,649,1,4,Jejunum
908678,655,1,2,MLN
908679,657,1,6,MLN
908680,642,4,69,Colon
908681,649,1,36,Jejunum
908682,661,1,20,SPL
908682,663,1,11,SPL
908683,656,1,9,MLN
908683,662,1,10,SPL
908684,655,1,13,MLN
908685,646,1,2,ILN
908686,656,2,12,MLN
908687,638,1,5,BM
908688,648,1,5,ILN
908689,655,1,3,MLN
908690,657,2,80,MLN
908691,641,1,18,Colon
908692,643,1,3,Ileum
908692,645,1,2,Ileum
908692,649,1,5,Jejunum
908693,646,1,17,ILN
908693,648,1,7,ILN
908694,663,1,22,SPL
908695,657,1,22,MLN
908696,663,1,5,SPL
908697,649,1,5,Jejunum
908698,657,2,18,MLN
908699,647,1,4,ILN
908700,647,1,2,ILN
908701,655,1,14,MLN
908702,645,1,2,Ileum
908703,638,1,2,BM
908704,646,1,8,ILN
908704,647,3,8,ILN
908705,659,1,2,PBL
908706,648,1,2,ILN
908707,648,1,9,ILN
908708,656,2,2,MLN
908708,657,1,3,MLN
908709,646,1,1,ILN
908709,648,1,1,ILN
908710,646,1,4,ILN
908711,648,1,3,ILN
908712,646,1,2,ILN
908713,657,1,2,MLN
908714,653,5,149,Lung
908715,643,1,1,Ileum
908715,645,3,11,Ileum
908715,649,2,30,Jejunum
908715,650,2,28,Jejunum
908715,651,2,33,Jejunum
908716,646,1,7,ILN
908716,648,1,2,ILN
908716,652,2,113,Lung
908716,655,1,18,MLN
908717,642,1,1,Colon
908717,646,1,1,ILN
908717,647,1,2,ILN
908717,648,1,4,ILN
908717,661,4,41,SPL
908717,662,4,34,SPL
908717,663,4,30,SPL
908718,643,1,60,Ileum
908718,645,1,15,Ileum
908718,650,1,14,Jejunum
908719,638,1,22,BM
908719,639,3,68,BM
908719,660,1,1,PBL
908720,637,1,60,BM
908721,646,1,10,ILN
908721,652,1,52,Lung
908721,661,1,1,SPL
908722,651,3,68,Jejunum
908722,661,1,42,SPL
908723,644,1,48,Ileum
908724,641,2,60,Colon
908725,655,1,11,MLN
908725,656,1,8,MLN
908725,657,3,32,MLN
908726,640,1,35,Colon
908727,639,3,42,BM
908728,639,1,33,BM
908729,638,1,29,BM
908730,637,2,36,BM
908731,148,1,2,BM
908731,149,2,3,BM
908731,638,2,29,BM
908732,153,1,1,Colon
908732,640,4,16,Colon
908732,641,1,15,Colon
908732,642,3,28,Colon
908733,638,2,29,BM
908734,637,1,25,BM
908735,653,1,31,Lung
908736,660,1,25,PBL
908737,657,1,31,MLN
908738,153,1,3,Colon
908738,640,1,5,Colon
908738,642,1,24,Colon
908739,638,2,52,BM
908740,154,1,7,Ileum
908740,644,1,22,Ileum
908740,645,2,33,Ileum
908740,649,1,2,Jejunum
908741,637,1,4,BM
908741,639,1,21,BM
908742,653,3,33,Lung
908742,663,1,1,SPL
908743,639,1,20,BM
908744,655,3,32,MLN
908744,657,3,17,MLN
908745,639,1,19,BM
908746,640,2,29,Colon
908747,637,1,7,BM
908747,638,1,12,BM
908747,639,2,9,BM
908748,644,1,2,Ileum
908748,650,1,26,Jejunum
908748,651,1,27,Jejunum
908749,655,1,19,MLN
908750,661,1,17,SPL
908750,663,1,10,SPL
908751,639,2,20,BM
908752,639,1,26,BM
908753,654,1,1,Lung
908753,655,4,32,MLN
908753,656,3,21,MLN
908754,655,1,25,MLN
908755,646,2,5,ILN
908755,647,4,10,ILN
908755,648,4,16,ILN
908755,649,2,19,Jejunum
908756,638,2,18,BM
908757,655,1,24,MLN
908758,643,1,16,Ileum
908759,655,2,25,MLN
908760,649,1,16,Jejunum
908761,640,1,21,Colon
908762,663,2,17,SPL
908763,647,1,1,ILN
908763,648,1,4,ILN
908763,661,1,15,SPL
908763,663,1,1,SPL
908764,649,1,14,Jejunum
908765,655,1,21,MLN
908766,661,1,5,SPL
908766,662,1,4,SPL
908766,663,1,5,SPL
908767,655,2,16,MLN
908768,656,1,9,MLN
908768,657,2,23,MLN
908769,644,1,13,Ileum
908770,655,1,20,MLN
908771,658,1,23,PBL
908772,655,2,22,MLN
908773,647,1,13,ILN
908774,638,1,7,BM
908775,640,1,19,Colon
908775,641,1,8,Colon
908775,646,1,2,ILN
908776,656,2,17,MLN
908777,655,1,7,MLN
908778,663,1,13,SPL
908779,640,1,19,Colon
908780,657,1,7,MLN
908781,655,1,12,MLN
908781,656,1,1,MLN
908782,643,1,7,Ileum
908782,649,1,12,Jejunum
908782,650,1,18,Jejunum
908783,639,1,6,BM
908784,655,1,13,MLN
908785,657,1,18,MLN
908786,651,1,6,Jejunum
908787,657,1,6,MLN
908788,655,1,12,MLN
908789,657,1,18,MLN
908790,637,1,2,BM
908790,639,1,3,BM
908791,645,1,11,Ileum
908792,651,1,17,Jejunum
908793,638,1,5,BM
908794,637,1,5,BM
908795,642,1,11,Colon
908796,661,2,19,SPL
908797,655,1,5,MLN
908798,638,1,11,BM
908799,646,3,12,ILN
908799,648,1,2,ILN
908799,655,1,17,MLN
908800,639,1,4,BM
908801,639,1,4,BM
908802,655,2,17,MLN
908803,657,1,17,MLN
908804,638,1,4,BM
908805,148,1,10,BM
908806,639,2,24,BM
908807,646,1,4,ILN
908808,656,1,4,MLN
908809,644,1,10,Ileum
908810,649,2,20,Jejunum
908811,646,3,7,ILN
908811,647,3,8,ILN
908811,648,1,2,ILN
908812,157,1,1,ILN
908812,646,4,15,ILN
908812,647,1,1,ILN
908812,648,2,11,ILN
908813,655,1,16,MLN
908814,639,1,3,BM
908815,639,1,3,BM
908816,637,1,10,BM
908817,655,1,16,MLN
908817,656,1,3,MLN
908817,657,1,5,MLN
908818,638,1,3,BM
908819,650,1,10,Jejunum
908820,650,2,17,Jejunum
908821,640,1,3,Colon
908821,649,1,3,Jejunum
908821,651,1,2,Jejunum
908822,659,2,5,PBL
908823,661,1,14,SPL
908824,655,1,5,MLN
908824,656,1,10,MLN
908825,656,1,3,MLN
908826,649,1,4,Jejunum
908826,650,1,2,Jejunum
908826,651,1,4,Jejunum
908827,657,1,14,MLN
908828,649,1,3,Jejunum
908829,657,1,3,MLN
908830,638,2,15,BM
908831,661,1,10,SPL
908832,657,1,3,MLN
908833,638,1,13,BM
908834,661,1,10,SPL
908835,647,1,2,ILN
908836,639,1,2,BM
908837,655,1,10,MLN
908838,638,1,13,BM
908839,639,1,2,BM
908840,638,1,2,BM
908841,655,1,10,MLN
908841,663,1,6,SPL
908842,637,1,13,BM
908843,638,1,2,BM
908844,637,1,13,BM
908845,158,2,9,ILN
908845,646,2,13,ILN
908845,648,2,8,ILN
908846,637,1,2,BM
908847,646,1,2,ILN
908848,655,1,9,MLN
908848,656,1,4,MLN
908849,651,2,11,Jejunum
908850,657,1,13,MLN
908851,656,1,2,MLN
908852,663,2,11,SPL
908853,657,1,13,MLN
908854,647,2,7,ILN
908854,648,1,4,ILN
908854,662,3,7,SPL
908855,663,1,2,SPL
908856,644,1,8,Ileum
908856,649,1,4,Jejunum
908857,655,1,2,MLN
908858,642,1,12,Colon
908858,647,1,1,ILN
908858,648,1,2,ILN
908859,655,1,2,MLN
908860,639,1,12,BM
908861,637,1,8,BM
908862,655,1,2,MLN
908863,643,1,12,Ileum
908864,656,1,8,MLN
908865,657,1,2,MLN
908866,637,1,12,BM
908867,661,1,8,SPL
908868,646,1,12,ILN
908869,655,1,8,MLN
908870,662,1,12,SPL
908871,644,1,7,Ileum
908872,655,1,12,MLN
908873,638,1,7,BM
908874,655,1,12,MLN
908875,648,1,7,ILN
908876,657,1,12,MLN
908877,648,1,7,ILN
908878,662,1,11,SPL
908879,646,4,20,ILN
908880,655,2,22,MLN
908881,646,1,7,ILN
908881,648,1,2,ILN
908882,657,1,11,MLN
908883,650,1,7,Jejunum
908884,657,1,11,MLN
908885,657,1,11,MLN
908886,656,1,7,MLN
908887,657,2,14,MLN
908888,651,1,10,Jejunum
908889,656,1,7,MLN
908890,660,1,6,PBL
908891,662,1,10,SPL
908892,651,1,7,Jejunum
908893,663,1,2,SPL
908894,657,2,12,MLN
908895,662,1,7,SPL
908896,655,1,5,MLN
908896,657,1,10,MLN
908897,663,1,7,SPL
908898,642,1,8,Colon
908898,647,1,1,ILN
908899,655,2,11,MLN
908899,656,2,11,MLN
908900,637,1,9,BM
908901,643,1,4,Ileum
908901,651,1,9,Jejunum
908902,655,1,7,MLN
908903,663,2,12,SPL
908904,661,1,9,SPL
908905,641,1,6,Colon
908906,646,1,4,ILN
908906,654,1,1,Lung
908906,661,1,8,SPL
908907,655,1,9,MLN
908908,642,1,6,Colon
908909,655,1,9,MLN
908910,647,1,6,ILN
908911,657,1,9,MLN
908912,657,1,9,MLN
908913,648,1,6,ILN
908914,638,1,8,BM
908915,639,1,8,BM
908916,637,1,6,BM
908917,648,1,8,ILN
908918,646,1,2,ILN
908918,648,1,6,ILN
908919,637,1,6,BM
908920,640,1,8,Colon
908921,646,1,4,ILN
908921,648,2,4,ILN
908922,646,3,10,ILN
908922,647,1,1,ILN
908922,648,1,3,ILN
908923,656,2,11,MLN
908924,646,1,6,ILN
908924,647,1,2,ILN
908924,648,1,3,ILN
908925,656,2,10,MLN
908926,651,1,8,Jejunum
908927,643,1,3,Ileum
908927,649,1,5,Jejunum
908928,663,1,6,SPL
908929,662,2,12,SPL
908930,655,1,6,MLN
908931,655,1,8,MLN
908932,655,2,15,MLN
908933,157,1,2,ILN
908933,158,1,2,ILN
908933,647,1,5,ILN
908934,655,2,11,MLN
908935,657,1,8,MLN
908936,648,1,5,ILN
908937,639,1,7,BM
908938,646,2,14,ILN
908938,647,1,4,ILN
908939,650,1,5,Jejunum
908940,646,1,7,ILN
908940,655,1,2,MLN
908941,650,1,5,Jejunum
908942,656,1,7,MLN
908943,651,1,7,Jejunum
908944,656,1,5,MLN
908945,651,2,9,Jejunum
908946,660,1,7,PBL
908947,656,1,5,MLN
908948,655,3,13,MLN
908948,656,1,3,MLN
908949,656,1,5,MLN
908950,655,1,7,MLN
908951,663,1,5,SPL
908952,655,1,7,MLN
908953,661,1,5,SPL
